"city_id","last_update"
488,"2006-02-15 09:45:30"
489,"2006-02-15 09:45:30"
490,"2006-02-15 09:45:30"
491,"2006-02-15 09:45:30"
492,"2006-02-15 09:45:30"
493,"2006-02-15 09:45:30"
494,"2006-02-15 09:45:30"
495,"2006-02-15 09:45:30"
496,"2006-02-15 09:45:30"
497,"2006-02-15 09:45:30"
498,"2006-02-15 09:45:30"
499,"2006-02-15 09:45:30"
500,"2006-02-15 09:45:30"
501,"2006-02-15 09:45:30"
502,"2006-02-15 09:45:30"
503,"2006-02-15 09:45:30"
504,"2006-02-15 09:45:30"
505,"2006-02-15 09:45:30"
506,"2006-02-15 09:45:30"
507,"2006-02-15 09:45:30"
508,"2006-02-15 09:45:30"
509,"2006-02-15 09:45:30"
510,"2006-02-15 09:45:30"
511,"2006-02-15 09:45:30"
512,"2006-02-15 09:45:30"
513,"2006-02-15 09:45:30"
514,"2006-02-15 09:45:30"
515,"2006-02-15 09:45:30"
516,"2006-02-15 09:45:30"
517,"2006-02-15 09:45:30"
519,"2006-02-15 09:45:30"
520,"2006-02-15 09:45:30"
521,"2006-02-15 09:45:30"
522,"2006-02-15 09:45:30"
523,"2006-02-15 09:45:30"
524,"2006-02-15 09:45:30"
525,"2006-02-15 09:45:30"
526,"2006-02-15 09:45:30"
527,"2006-02-15 09:45:30"
528,"2006-02-15 09:45:30"
529,"2006-02-15 09:45:30"
530,"2006-02-15 09:45:30"
531,"2006-02-15 09:45:30"
532,"2006-02-15 09:45:30"
533,"2006-02-15 09:45:30"
534,"2006-02-15 09:45:30"
535,"2006-02-15 09:45:30"
536,"2006-02-15 09:45:30"
537,"2006-02-15 09:45:30"
538,"2006-02-15 09:45:30"
539,"2006-02-15 09:45:30"
540,"2006-02-15 09:45:30"
541,"2006-02-15 09:45:30"
542,"2006-02-15 09:45:30"
543,"2006-02-15 09:45:30"
544,"2006-02-15 09:45:30"
545,"2006-02-15 09:45:30"
546,"2006-02-15 09:45:30"
547,"2006-02-15 09:45:30"
548,"2006-02-15 09:45:30"
549,"2006-02-15 09:45:30"
550,"2006-02-15 09:45:30"
551,"2006-02-15 09:45:30"
552,"2006-02-15 09:45:30"
553,"2006-02-15 09:45:30"
554,"2006-02-15 09:45:30"
555,"2006-02-15 09:45:30"
556,"2006-02-15 09:45:30"
557,"2006-02-15 09:45:30"
558,"2006-02-15 09:45:30"
559,"2006-02-15 09:45:30"
560,"2006-02-15 09:45:30"
561,"2006-02-15 09:45:30"
562,"2006-02-15 09:45:30"
563,"2006-02-15 09:45:30"
564,"2006-02-15 09:45:30"
565,"2006-02-15 09:45:30"
566,"2006-02-15 09:45:30"
567,"2006-02-15 09:45:30"
568,"2006-02-15 09:45:30"
569,"2006-02-15 09:45:30"
570,"2006-02-15 09:45:30"
571,"2006-02-15 09:45:30"
572,"2006-02-15 09:45:30"
573,"2006-02-15 09:45:30"
574,"2006-02-15 09:45:30"
575,"2006-02-15 09:45:30"
576,"2006-02-15 09:45:30"
577,"2006-02-15 09:45:30"
578,"2006-02-15 09:45:30"
579,"2006-02-15 09:45:30"
580,"2006-02-15 09:45:30"
581,"2006-02-15 09:45:30"
582,"2006-02-15 09:45:30"
583,"2006-02-15 09:45:30"
584,"2006-02-15 09:45:30"
585,"2006-02-15 09:45:30"
586,"2006-02-15 09:45:30"
587,"2006-02-15 09:45:30"
588,"2006-02-15 09:45:30"
589,"2006-02-15 09:45:30"
590,"2006-02-15 09:45:30"
591,"2006-02-15 09:45:30"
592,"2006-02-15 09:45:30"
593,"2006-02-15 09:45:30"
594,"2006-02-15 09:45:30"
595,"2006-02-15 09:45:30"
596,"2006-02-15 09:45:30"
597,"2006-02-15 09:45:30"
598,"2006-02-15 09:45:30"
599,"2006-02-15 09:45:30"
600,"2006-02-15 09:45:30"
601,"2006-02-15 09:45:30"
602,"2006-02-15 09:45:30"
603,"2006-02-15 09:45:30"
604,"2006-02-15 09:45:30"
605,"2006-02-15 09:45:30"
