"customer_id","rental_id","payment_date","rental_count"
75,9168,"2007-04-30 09:59:43.996577","41"
75,8823,"2007-04-29 20:50:38.996577","41"
75,6852,"2007-04-12 18:02:15.996577","41"
75,4511,"2007-04-08 01:04:47.996577","41"
75,7897,"2007-04-28 09:30:17.996577","41"
75,10871,"2007-03-01 22:55:50.996577","41"
75,9501,"2007-04-30 22:27:47.996577","41"
75,6092,"2007-04-11 04:19:57.996577","41"
75,8202,"2007-04-28 21:40:11.996577","41"
75,6530,"2007-04-12 03:01:45.996577","41"
75,12426,"2007-03-18 08:52:37.996577","41"
75,7454,"2007-04-27 16:55:52.996577","41"
75,12239,"2007-03-18 01:55:08.996577","41"
75,2161,"2007-02-17 22:08:16.996577","41"
75,7052,"2007-04-27 02:05:04.996577","41"
75,1920,"2007-02-17 04:28:49.996577","41"
75,7843,"2007-04-28 07:38:48.996577","41"
75,6052,"2007-04-11 02:19:53.996577","41"
75,2738,"2007-02-19 14:24:56.996577","41"
75,15191,"2007-05-14 13:44:29.996577","41"
75,12412,"2007-03-18 08:18:18.996577","41"
75,9783,"2007-04-30 08:44:12.996577","41"
75,10726,"2007-03-01 17:43:19.996577","41"
75,14488,"2007-05-14 13:44:29.996577","41"
75,4639,"2007-04-08 07:25:47.996577","41"
75,5260,"2007-04-09 12:34:11.996577","41"
75,13534,"2007-05-14 13:44:29.996577","41"
75,3711,"2007-04-06 09:14:41.996577","41"
75,4179,"2007-04-07 08:45:41.996577","41"
75,10653,"2007-03-01 14:56:33.996577","41"
75,3210,"2007-02-20 23:28:51.996577","41"
75,3062,"2007-02-20 12:18:26.996577","41"
197,1363,"2007-02-15 12:33:37.996577","40"
197,9378,"2007-04-30 17:41:20.996577","40"
197,5344,"2007-04-09 15:55:31.996577","40"
197,8165,"2007-04-28 19:51:32.996577","40"
469,10075,"2007-04-30 18:27:08.996577","40"
469,7914,"2007-04-28 10:16:34.996577","40"
469,1399,"2007-02-15 14:58:17.996577","40"
197,10666,"2007-03-01 15:25:02.996577","40"
197,9585,"2007-04-30 01:34:21.996577","40"
197,9476,"2007-04-30 21:35:06.996577","40"
469,8791,"2007-04-29 19:21:49.996577","40"
469,12633,"2007-03-18 16:24:04.996577","40"
197,1919,"2007-02-17 04:09:18.996577","40"
469,3526,"2007-04-05 23:31:55.996577","40"
197,14951,"2007-03-22 04:48:03.996577","40"
197,13913,"2007-03-20 15:06:01.996577","40"
197,1503,"2007-02-15 20:35:35.996577","40"
469,14661,"2007-03-21 18:12:47.996577","40"
197,15540,"2007-03-23 02:41:18.996577","40"
197,5182,"2007-04-09 08:36:36.996577","40"
469,5133,"2007-04-09 06:11:48.996577","40"
197,1175,"2007-02-14 22:43:41.996577","40"
469,10258,"2007-03-01 01:19:35.996577","40"
469,4123,"2007-04-07 05:44:45.996577","40"
469,13763,"2007-03-20 10:06:22.996577","40"
469,5299,"2007-04-09 14:06:35.996577","40"
197,11018,"2007-03-02 03:56:19.996577","40"
469,1680,"2007-02-16 09:45:48.996577","40"
469,15561,"2007-03-23 03:30:57.996577","40"
469,7271,"2007-04-27 09:57:37.996577","40"
469,3522,"2007-04-05 23:28:47.996577","40"
469,4067,"2007-04-07 03:02:49.996577","40"
469,15487,"2007-03-23 00:34:17.996577","40"
197,10739,"2007-03-01 18:14:37.996577","40"
197,4486,"2007-04-07 23:37:35.996577","40"
469,12447,"2007-03-18 09:25:27.996577","40"
469,6797,"2007-04-12 15:15:32.996577","40"
469,9187,"2007-04-30 10:42:29.996577","40"
469,11185,"2007-03-02 09:33:01.996577","40"
469,7756,"2007-04-28 04:51:18.996577","40"
469,14197,"2007-03-21 02:15:51.996577","40"
197,1605,"2007-02-16 04:46:21.996577","40"
197,2750,"2007-02-19 15:05:50.996577","40"
197,2781,"2007-02-19 16:53:08.996577","40"
469,5664,"2007-04-10 06:33:07.996577","40"
197,15233,"2007-03-22 16:10:19.996577","40"
197,11311,"2007-03-02 14:22:14.996577","40"
469,6099,"2007-04-11 04:53:10.996577","40"
197,11478,"2007-03-02 20:37:31.996577","40"
197,12799,"2007-03-18 22:55:27.996577","40"
469,6955,"2007-04-26 22:24:14.996577","40"
197,4739,"2007-04-08 11:54:23.996577","40"
469,6022,"2007-04-11 00:44:19.996577","40"
469,7062,"2007-04-27 02:20:27.996577","40"
197,10743,"2007-03-01 18:23:35.996577","40"
197,11215,"2007-03-02 10:49:08.996577","40"
197,14069,"2007-03-20 21:19:51.996577","40"
469,12035,"2007-03-17 18:46:32.996577","40"
469,13654,"2007-03-20 06:26:47.996577","40"
197,2090,"2007-02-17 16:34:40.996577","40"
469,10741,"2007-03-01 18:21:18.996577","40"
469,10316,"2007-03-01 03:03:23.996577","40"
197,11643,"2007-03-17 03:18:01.996577","40"
469,10658,"2007-03-01 15:07:44.996577","40"
469,15851,"2007-03-23 14:14:59.996577","40"
197,15078,"2007-03-22 09:37:57.996577","40"
197,10460,"2007-03-01 07:59:26.996577","40"
178,5984,"2007-04-10 23:13:02.996577","39"
468,15836,"2007-03-23 13:57:43.996577","39"
468,1627,"2007-02-16 06:19:35.996577","39"
137,12078,"2007-03-17 20:28:48.996577","39"
468,6392,"2007-04-11 20:53:45.996577","39"
137,3058,"2007-02-20 11:57:01.996577","39"
178,11319,"2007-03-02 14:38:35.996577","39"
137,11281,"2007-03-02 13:03:27.996577","39"
178,5057,"2007-04-09 02:48:55.996577","39"
468,9690,"2007-04-30 05:34:55.996577","39"
178,12049,"2007-03-17 19:21:53.996577","39"
137,3676,"2007-04-06 07:39:03.996577","39"
468,1975,"2007-02-17 08:00:36.996577","39"
137,3874,"2007-04-06 16:34:38.996577","39"
178,9879,"2007-04-30 12:13:58.996577","39"
137,6200,"2007-04-11 10:45:08.996577","39"
137,2785,"2007-02-19 17:12:23.996577","39"
468,12026,"2007-03-17 18:28:36.996577","39"
468,4527,"2007-04-08 01:48:36.996577","39"
178,7959,"2007-04-28 12:11:46.996577","39"
137,10595,"2007-03-01 12:44:54.996577","39"
468,14154,"2007-03-21 00:58:26.996577","39"
137,13148,"2007-03-19 11:23:56.996577","39"
468,14313,"2007-03-21 06:18:19.996577","39"
137,8028,"2007-04-28 14:39:41.996577","39"
137,4332,"2007-04-07 16:53:52.996577","39"
178,2898,"2007-02-20 01:06:32.996577","39"
178,2293,"2007-02-18 06:13:29.996577","39"
468,8423,"2007-04-29 05:31:23.996577","39"
468,7685,"2007-04-28 01:41:26.996577","39"
468,6581,"2007-04-12 04:55:15.996577","39"
178,9004,"2007-04-30 03:32:53.996577","39"
137,5106,"2007-04-09 05:08:50.996577","39"
178,4915,"2007-04-08 19:59:48.996577","39"
468,7292,"2007-04-27 11:02:40.996577","39"
468,2462,"2007-02-18 18:28:41.996577","39"
178,14257,"2007-03-21 04:21:23.996577","39"
178,1292,"2007-02-15 07:32:18.996577","39"
468,6815,"2007-04-12 16:42:36.996577","39"
178,6347,"2007-04-11 18:47:19.996577","39"
178,6554,"2007-04-12 03:35:52.996577","39"
137,8106,"2007-04-28 17:31:12.996577","39"
137,4474,"2007-04-07 22:55:22.996577","39"
178,5015,"2007-04-09 00:22:50.996577","39"
137,5804,"2007-04-10 13:34:57.996577","39"
178,8388,"2007-04-29 04:16:41.996577","39"
137,2469,"2007-02-18 18:52:49.996577","39"
137,9466,"2007-04-30 21:13:02.996577","39"
178,6566,"2007-04-12 04:11:19.996577","39"
468,16044,"2007-03-23 20:53:05.996577","39"
137,13472,"2007-03-19 23:31:57.996577","39"
468,13221,"2007-03-19 14:14:13.996577","39"
468,9598,"2007-04-30 01:59:07.996577","39"
468,15435,"2007-03-22 22:56:45.996577","39"
468,3724,"2007-04-06 09:41:14.996577","39"
468,2831,"2007-02-19 19:45:32.996577","39"
468,11257,"2007-03-02 12:13:31.996577","39"
137,6039,"2007-04-11 01:40:45.996577","39"
468,13417,"2007-03-19 21:20:05.996577","39"
178,10125,"2007-04-30 20:01:29.996577","39"
178,8287,"2007-04-29 00:32:24.996577","39"
137,11057,"2007-03-02 05:06:45.996577","39"
178,8069,"2007-04-28 15:52:12.996577","39"
137,15133,"2007-03-22 11:46:09.996577","39"
137,11732,"2007-03-17 06:58:12.996577","39"
137,3589,"2007-04-06 02:58:44.996577","39"
137,5443,"2007-04-09 20:24:35.996577","39"
137,10175,"2007-04-30 22:08:37.996577","39"
137,10842,"2007-03-01 22:09:50.996577","39"
178,14104,"2007-03-20 23:06:10.996577","39"
468,1821,"2007-02-16 20:11:15.996577","39"
468,14614,"2007-03-21 16:32:17.996577","39"
468,8768,"2007-04-29 18:11:28.996577","39"
178,11927,"2007-03-17 14:53:29.996577","39"
178,9311,"2007-04-30 15:26:57.996577","39"
178,6606,"2007-04-12 06:32:06.996577","39"
178,13127,"2007-03-19 10:32:29.996577","39"
137,15889,"2007-03-23 15:26:09.996577","39"
178,14314,"2007-03-21 06:18:40.996577","39"
137,15082,"2007-03-22 09:45:32.996577","39"
468,1229,"2007-02-15 02:21:39.996577","39"
137,16030,"2007-03-23 20:24:30.996577","39"
137,14754,"2007-03-21 21:45:52.996577","39"
178,1568,"2007-02-16 01:42:27.996577","39"
178,8696,"2007-04-29 15:13:44.996577","39"
137,3436,"2007-02-21 17:44:35.996577","39"
137,9002,"2007-04-30 03:30:47.996577","39"
178,12727,"2007-03-18 20:13:41.996577","39"
468,3840,"2007-04-06 14:59:25.996577","39"
178,12897,"2007-05-14 13:44:29.996577","39"
137,9709,"2007-04-30 06:33:21.996577","39"
178,2124,"2007-02-17 19:17:40.996577","39"
468,4184,"2007-04-07 08:58:34.996577","39"
178,1745,"2007-02-16 15:09:42.996577","39"
178,5094,"2007-04-09 04:28:13.996577","39"
137,9200,"2007-04-30 11:08:18.996577","39"
178,15323,"2007-03-22 18:51:06.996577","39"
178,11884,"2007-03-17 13:11:49.996577","39"
468,15522,"2007-03-23 02:00:57.996577","39"
137,9789,"2007-04-30 08:58:51.996577","39"
468,14210,"2007-03-21 02:56:28.996577","39"
468,5285,"2007-04-09 13:39:10.996577","39"
178,10802,"2007-03-01 20:46:58.996577","39"
178,1458,"2007-02-15 18:52:31.996577","39"
468,14309,"2007-03-21 06:12:43.996577","39"
137,8954,"2007-04-30 01:54:17.996577","39"
178,10562,"2007-03-01 11:34:18.996577","39"
178,2844,"2007-02-19 21:08:38.996577","39"
468,11633,"2007-03-17 02:58:35.996577","39"
137,13776,"2007-03-20 10:25:32.996577","39"
137,15537,"2007-03-23 02:28:56.996577","39"
410,4062,"2007-04-07 02:50:53.996577","38"
5,5721,"2007-04-10 09:38:01.996577","38"
459,10499,"2007-03-01 09:28:46.996577","38"
5,5118,"2007-04-09 05:42:18.996577","38"
459,10255,"2007-03-01 01:14:39.996577","38"
459,3045,"2007-02-20 11:10:26.996577","38"
410,14237,"2007-03-21 03:43:26.996577","38"
459,7820,"2007-04-28 06:57:17.996577","38"
410,14319,"2007-03-21 06:29:21.996577","38"
295,5019,"2007-04-09 00:32:58.996577","38"
5,11001,"2007-03-02 03:25:11.996577","38"
459,7623,"2007-04-27 23:06:07.996577","38"
5,8978,"2007-04-30 02:42:54.996577","38"
410,11187,"2007-03-02 09:44:45.996577","38"
410,3249,"2007-02-21 01:41:45.996577","38"
459,13960,"2007-03-20 16:44:52.996577","38"
459,3041,"2007-02-20 11:04:10.996577","38"
410,13460,"2007-03-19 23:16:50.996577","38"
5,13063,"2007-03-19 08:14:07.996577","38"
459,9639,"2007-04-30 04:00:36.996577","38"
295,5053,"2007-04-09 02:28:12.996577","38"
5,10609,"2007-03-01 13:17:11.996577","38"
410,7407,"2007-04-27 14:57:30.996577","38"
459,5695,"2007-04-10 08:12:06.996577","38"
410,10402,"2007-03-01 05:55:45.996577","38"
5,11930,"2007-03-17 14:57:19.996577","38"
410,5192,"2007-04-09 08:55:35.996577","38"
410,8882,"2007-04-29 22:52:31.996577","38"
459,8289,"2007-04-29 00:51:50.996577","38"
459,15342,"2007-03-22 19:25:07.996577","38"
295,14264,"2007-03-21 04:46:48.996577","38"
410,1514,"2007-02-15 21:26:00.996577","38"
410,7350,"2007-04-27 13:02:40.996577","38"
295,3496,"2007-04-05 22:27:41.996577","38"
410,15518,"2007-03-23 01:48:00.996577","38"
5,14430,"2007-03-21 09:59:37.996577","38"
410,5150,"2007-04-09 06:57:06.996577","38"
295,3876,"2007-04-06 16:49:39.996577","38"
410,7523,"2007-04-27 19:39:49.996577","38"
295,8932,"2007-04-30 00:59:52.996577","38"
410,5336,"2007-04-09 15:29:34.996577","38"
295,4432,"2007-04-07 21:08:28.996577","38"
5,5016,"2007-04-09 00:26:23.996577","38"
459,7913,"2007-04-28 10:15:49.996577","38"
5,3677,"2007-04-06 07:40:24.996577","38"
295,8108,"2007-04-28 17:36:04.996577","38"
5,14053,"2007-03-20 20:42:25.996577","38"
459,10233,"2007-03-01 00:22:49.996577","38"
410,9263,"2007-04-30 13:16:50.996577","38"
5,3126,"2007-02-20 17:06:48.996577","38"
410,13748,"2007-03-20 09:28:20.996577","38"
410,8625,"2007-04-29 12:27:39.996577","38"
295,6252,"2007-04-11 13:34:55.996577","38"
295,14514,"2007-03-21 13:20:18.996577","38"
295,4164,"2007-04-07 07:48:37.996577","38"
295,11913,"2007-03-17 14:21:43.996577","38"
295,8840,"2007-04-29 21:24:04.996577","38"
459,13967,"2007-03-20 16:57:12.996577","38"
459,10117,"2007-04-30 19:42:57.996577","38"
459,6206,"2007-04-11 11:00:40.996577","38"
459,3506,"2007-04-05 22:50:55.996577","38"
459,8897,"2007-04-29 23:28:43.996577","38"
410,14819,"2007-03-21 23:45:45.996577","38"
5,9888,"2007-04-30 12:29:19.996577","38"
5,7829,"2007-04-28 07:12:05.996577","38"
410,2255,"2007-02-18 03:49:38.996577","38"
5,12145,"2007-03-17 22:38:30.996577","38"
295,11083,"2007-03-02 06:00:27.996577","38"
459,15814,"2007-03-23 13:21:16.996577","38"
459,7717,"2007-04-28 03:02:20.996577","38"
5,10625,"2007-03-01 13:55:36.996577","38"
5,14494,"2007-03-21 12:31:16.996577","38"
410,11107,"2007-03-02 06:48:04.996577","38"
410,12955,"2007-03-19 04:34:24.996577","38"
295,6331,"2007-04-11 17:45:47.996577","38"
5,4889,"2007-04-08 18:33:09.996577","38"
459,9137,"2007-04-30 08:37:50.996577","38"
459,12527,"2007-03-18 12:17:12.996577","38"
5,12797,"2007-03-18 22:52:34.996577","38"
459,4519,"2007-04-08 01:19:49.996577","38"
295,12041,"2007-03-17 19:02:59.996577","38"
459,2899,"2007-02-20 01:07:47.996577","38"
295,10160,"2007-04-30 21:36:06.996577","38"
410,6148,"2007-04-11 07:42:48.996577","38"
459,10531,"2007-03-01 10:34:56.996577","38"
410,15392,"2007-03-22 21:30:41.996577","38"
295,5994,"2007-04-10 23:42:36.996577","38"
410,5330,"2007-04-09 15:22:23.996577","38"
459,15126,"2007-03-22 11:22:24.996577","38"
459,14315,"2007-03-21 06:25:05.996577","38"
410,14298,"2007-03-21 05:45:36.996577","38"
459,1876,"2007-02-17 01:19:17.996577","38"
5,7652,"2007-04-28 00:18:55.996577","38"
295,9793,"2007-04-30 09:13:37.996577","38"
459,12629,"2007-03-18 16:08:59.996577","38"
410,13948,"2007-03-20 16:19:14.996577","38"
5,6685,"2007-04-12 10:44:54.996577","38"
459,1977,"2007-02-17 08:06:48.996577","38"
5,1631,"2007-02-16 06:29:28.996577","38"
410,11694,"2007-03-17 05:25:56.996577","38"
295,8087,"2007-04-28 16:49:42.996577","38"
295,12383,"2007-03-18 07:04:29.996577","38"
295,5283,"2007-04-09 13:35:43.996577","38"
459,6750,"2007-04-12 13:18:05.996577","38"
5,13877,"2007-03-20 13:44:44.996577","38"
295,15735,"2007-05-14 13:44:29.996577","38"
5,6663,"2007-04-12 09:56:01.996577","38"
459,3234,"2007-02-21 01:08:10.996577","38"
459,9744,"2007-04-30 07:44:04.996577","38"
459,7639,"2007-04-27 23:43:02.996577","38"
5,7293,"2007-04-27 11:05:54.996577","38"
410,4267,"2007-04-07 13:03:56.996577","38"
459,8557,"2007-04-29 09:48:25.996577","38"
5,6042,"2007-04-11 01:45:30.996577","38"
5,15232,"2007-03-22 16:05:28.996577","38"
459,5301,"2007-04-09 14:10:36.996577","38"
5,9493,"2007-04-30 22:20:56.996577","38"
410,6218,"2007-04-11 11:43:24.996577","38"
410,2400,"2007-02-18 14:39:12.996577","38"
295,10349,"2007-03-01 03:55:39.996577","38"
295,9692,"2007-04-30 05:39:30.996577","38"
410,15211,"2007-03-22 15:08:47.996577","38"
410,12665,"2007-05-14 13:44:29.996577","38"
459,2075,"2007-02-17 15:08:59.996577","38"
295,9425,"2007-04-30 19:39:47.996577","38"
5,1502,"2007-02-15 20:31:40.996577","38"
5,2570,"2007-02-19 02:48:39.996577","38"
5,8263,"2007-04-28 23:39:49.996577","38"
5,5156,"2007-04-09 07:20:08.996577","38"
295,14387,"2007-03-21 08:38:27.996577","38"
295,10222,"2007-04-30 23:46:08.996577","38"
410,11472,"2007-03-02 20:17:32.996577","38"
410,2971,"2007-02-20 06:24:26.996577","38"
410,2073,"2007-02-17 15:02:25.996577","38"
5,13209,"2007-05-14 13:44:29.996577","38"
410,10837,"2007-03-01 21:58:48.996577","38"
5,11179,"2007-03-02 09:18:32.996577","38"
5,2063,"2007-02-17 14:25:19.996577","38"
198,11351,"2007-03-02 15:56:33.996577","37"
366,14147,"2007-03-21 00:42:29.996577","37"
366,5364,"2007-04-09 16:53:14.996577","37"
366,8260,"2007-04-28 23:39:26.996577","37"
176,2922,"2007-02-20 02:42:13.996577","37"
257,8344,"2007-04-29 03:13:51.996577","37"
366,7344,"2007-04-27 12:57:54.996577","37"
366,12608,"2007-03-18 15:33:41.996577","37"
198,6819,"2007-04-12 16:49:27.996577","37"
257,15968,"2007-03-23 18:19:55.996577","37"
257,2557,"2007-02-19 01:37:17.996577","37"
257,8252,"2007-04-28 23:22:43.996577","37"
257,15025,"2007-03-22 07:25:50.996577","37"
176,10862,"2007-03-01 22:46:00.996577","37"
198,11594,"2007-03-17 01:15:28.996577","37"
198,13768,"2007-03-20 10:12:09.996577","37"
366,7805,"2007-04-28 06:25:07.996577","37"
257,11230,"2007-03-02 11:27:34.996577","37"
366,8928,"2007-04-30 00:46:45.996577","37"
366,6971,"2007-04-26 22:54:43.996577","37"
176,14083,"2007-03-20 22:10:57.996577","37"
366,4276,"2007-04-07 13:19:25.996577","37"
257,6422,"2007-04-11 22:14:45.996577","37"
257,8946,"2007-04-30 01:43:19.996577","37"
198,10679,"2007-03-01 15:56:24.996577","37"
366,15514,"2007-03-23 01:32:06.996577","37"
176,2427,"2007-02-18 16:13:26.996577","37"
257,7007,"2007-04-27 00:12:05.996577","37"
176,3643,"2007-04-06 05:48:34.996577","37"
366,6533,"2007-04-12 03:08:04.996577","37"
176,15933,"2007-03-23 17:05:10.996577","37"
198,3770,"2007-04-06 11:42:54.996577","37"
366,8169,"2007-04-28 19:58:12.996577","37"
366,7562,"2007-04-27 20:53:41.996577","37"
257,11394,"2007-03-02 17:13:11.996577","37"
257,11545,"2007-03-16 23:24:32.996577","37"
176,3931,"2007-04-06 19:32:12.996577","37"
